ncv_id	ncv_location	ncv_sample_id	target_gene_name	target_gene_id	target_promoter_location	chiapet_factor	chiapet_petcount
HS_chr17_38226605_38226679	chr17:38226105..38227179,.	TCGA-AR-A0TX	MSL1	78690	chr17:38278968..38279969,+	POLR2A-human	5
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	NR1D1	2798	chr17:38255846..38256847,-	POLR2A-human	4
HS_chr17_38313615_38313655	chr17:38313115..38314155,.	TCGA-A8-A09I	MSL1_ENST00000398532	107303	chr17:38278365..38279366,+	POLR2A-human	2
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	MSL1_ENST00000398532	107303	chr17:38278365..38279366,+	POLR2A-human	10
HS_chr17_38313615_38313655	chr17:38313115..38314155,.	TCGA-A8-A09I	MSL1	78690	chr17:38278968..38279969,+	POLR2A-human	2
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	MSL1	78690	chr17:38278968..38279969,+	POLR2A-human	10
HS_chr17_38313615_38313655	chr17:38313115..38314155,.	TCGA-A8-A09I	CASC3	63952	chr17:38296301..38297302,+	POLR2A-human	3
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	CDC6	644	chr17:38445172..38446173,+	POLR2A-human	2
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	TOP2A	881	chr17:38573542..38574543,-	POLR2A-human	11
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	IGFBP4	63957	chr17:38599487..38600488,+	POLR2A-human	96
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	KRT19	63984	chr17:39683998..39684999,-	POLR2A-human	11
HS_chr17_38472847_38472902	chr17:38472347..38473402,.	TCGA-AR-A0TX	EIF1	63988	chr17:39844790..39845791,+	POLR2A-human	2
HS_chr17_38589823_38589880	chr17:38589323..38590380,.	TCGA-A8-A07B	GJD3	101379	chr17:38519566..38520567,-	POLR2A-human	2
HS_chr17_38603743_38603782	chr17:38603243..38604282,.	TCGA-A8-A07B	GJD3	101379	chr17:38519566..38520567,-	POLR2A-human	7
HS_chr17_38589823_38589880	chr17:38589323..38590380,.	TCGA-A8-A07B	GJD3_ENST00000337376	104670	chr17:38519566..38520567,-	POLR2A-human	2
HS_chr17_38603743_38603782	chr17:38603243..38604282,.	TCGA-A8-A07B	GJD3_ENST00000337376	104670	chr17:38519566..38520567,-	POLR2A-human	7
HS_chr17_38603743_38603782	chr17:38603243..38604282,.	TCGA-A8-A07B	TOP2A	881	chr17:38573542..38574543,-	POLR2A-human	24
HS_chr17_38589823_38589880	chr17:38589323..38590380,.	TCGA-A8-A07B	IGFBP4	63957	chr17:38599487..38600488,+	POLR2A-human	13
HS_chr17_38603743_38603782	chr17:38603243..38604282,.	TCGA-A8-A07B	KRT19	63984	chr17:39683998..39684999,-	POLR2A-human	6
HS_chr17_39651715_39651762	chr17:39651215..39652262,.	TCGA-A8-A09X	KRT36	63981	chr17:39645615..39646616,-	POLR2A-human	2
HS_chr17_39651715_39651762	chr17:39651215..39652262,.	TCGA-A8-A09X	KRT15	63983	chr17:39674578..39675579,-	POLR2A-human	7
HS_chr17_39656068_39656147	chr17:39655568..39656647,.	TCGA-A7-A0CE	KRT13	63982	chr17:39661301..39662302,-	POLR2A-human	7
HS_chr17_39656068_39656147	chr17:39655568..39656647,.	TCGA-A7-A0CE	KRT19	63984	chr17:39683998..39684999,-	POLR2A-human	9
HS_chr17_39693495_39693545	chr17:39692995..39694045,.	TCGA-AR-A0TX	KRT19	63984	chr17:39683998..39684999,-	POLR2A-human	2
HS_chr17_39693495_39693545	chr17:39692995..39694045,.	TCGA-AR-A0TX	EIF1	63988	chr17:39844790..39845791,+	POLR2A-human	6
HS_chr17_40141047_40141098	chr17:40140547..40141598,.	TCGA-A8-A09I	DNAJC7	3657	chr17:40168903..40169904,-	POLR2A-human	2
HS_chr17_40141047_40141098	chr17:40140547..40141598,.	TCGA-A8-A09I	DNAJC7_ENST00000457167	94833	chr17:40168933..40169934,-	POLR2A-human	2
HS_chr17_40912952_40913012	chr17:40912452..40913512,.	TCGA-A8-A09I	VPS25	64020	chr17:40924993..40925994,+	POLR2A-human	6
HS_chr17_41390176_41390231	chr17:41389676..41390731,.	TCGA-A8-A092	RND2	1108	chr17:41176864..41177865,+	POLR2A-human	2
HS_chr17_41992135_41992165	chr17:41991635..41992665,.	TCGA-A8-A07I	MPP2	64043	chr17:41981327..41982328,-	POLR2A-human	2
HS_chr17_41992135_41992165	chr17:41991635..41992665,.	TCGA-A8-A07I	MPP2_ENST00000461854	105124	chr17:41981327..41982328,-	POLR2A-human	2
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	TMUB2_ENST00000538716	95364	chr17:42264576..42265577,+	POLR2A-human	2
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	TMUB2	64051	chr17:42265914..42266915,+	POLR2A-human	2
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	ATXN7L3	75056	chr17:42274937..42275938,-	POLR2A-human	8
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	ATXN7L3_ENST00000454077	106755	chr17:42274937..42275938,-	POLR2A-human	8
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	UBTF	64052	chr17:42295096..42296097,-	POLR2A-human	187
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	RUNDC3A	91956	chr17:42385700..42386701,+	POLR2A-human	13
HS_chr17_42394380_42394472	chr17:42393880..42394972,.	TCGA-A2-A04P	RUNDC3A_ENST00000225441	95995	chr17:42385700..42386701,+	POLR2A-human	13
HS_chr17_42715056_42715120	chr17:42714556..42715620,.	TCGA-B6-A0IJ	FZD2	5111	chr17:42634556..42635557,+	POLR2A-human	2
HS_chr17_42842162_42842218	chr17:42841662..42842718,.	TCGA-A2-A0CM	ADAM11	3192	chr17:42836067..42837068,+	POLR2A-human	2
HS_chr17_42842162_42842218	chr17:42841662..42842718,.	TCGA-AO-A0J4	ADAM11	3192	chr17:42836067..42837068,+	POLR2A-human	2
HS_chr17_42842162_42842218	chr17:42841662..42842718,.	TCGA-A2-A0CM	ADAM11_ENST00000200557	95365	chr17:42836067..42837068,+	POLR2A-human	2
HS_chr17_42842162_42842218	chr17:42841662..42842718,.	TCGA-AO-A0J4	ADAM11_ENST00000200557	95365	chr17:42836067..42837068,+	POLR2A-human	2
HS_chr17_43225054_43225104	chr17:43224554..43225604,.	TCGA-BH-A0E0	CCDC103	64062	chr17:42977866..42978867,+	POLR2A-human	2
HS_chr17_43225054_43225104	chr17:43224554..43225604,.	TCGA-BH-A0E0	ACBD4	75057	chr17:43213011..43214012,+	POLR2A-human	2
HS_chr17_43225054_43225104	chr17:43224554..43225604,.	TCGA-BH-A0E0	ACBD4_ENST00000431281	95087	chr17:43213011..43214012,+	POLR2A-human	2
HS_chr17_43225054_43225104	chr17:43224554..43225604,.	TCGA-BH-A0E0	FMNL1	64069	chr17:43298991..43299992,+	POLR2A-human	6
HS_chr17_43225054_43225104	chr17:43224554..43225604,.	TCGA-BH-A0E0	FMNL1_ENST00000328118	107384	chr17:43298991..43299992,+	POLR2A-human	6
HS_chr17_43309175_43309222	chr17:43308675..43309722,.	TCGA-A8-A08L	HEXIM1	64067	chr17:43226057..43227058,+	POLR2A-human	13
HS_chr17_43309175_43309222	chr17:43308675..43309722,.	TCGA-A8-A08L	C17orf46	68115	chr17:43338882..43339883,-	POLR2A-human	2
HS_chr17_43517479_43517536	chr17:43516979..43518036,.	TCGA-AQ-A54N	ARHGAP27_ENST00000428638	106032	chr17:43507144..43508145,-	POLR2A-human	9
HS_chr17_43517479_43517536	chr17:43516979..43518036,.	TCGA-AQ-A54N	SH3D20	68116	chr17:43507144..43508145,-	POLR2A-human	9
HS_chr17_45880458_45880561	chr17:45879958..45881061,.	TCGA-A2-A0EY	NPEPPS	81368	chr17:45608166..45609167,+	POLR2A-human	2
HS_chr17_45880458_45880561	chr17:45879958..45881061,.	TCGA-A2-A0EY	OSBPL7	64083	chr17:45897143..45898144,-	POLR2A-human	2
HS_chr17_46648618_46648690	chr17:46648118..46649190,.	TCGA-BH-A18R	HOXB4	64095	chr17:46655180..46656181,-	POLR2A-human	2
HS_chr17_46662610_46662724	chr17:46662110..46663224,.	TCGA-A8-A09I	HOXB4	64095	chr17:46655180..46656181,-	POLR2A-human	2
HS_chr17_46662610_46662724	chr17:46662110..46663224,.	TCGA-A8-A09I	HOXB5	64096	chr17:46670543..46671544,-	POLR2A-human	3
HS_chr17_46696071_46696126	chr17:46695571..46696626,.	TCGA-B6-A0IJ	ENSG00000263281	105004	chr17:46680869..46681870,+	POLR2A-human	3
HS_chr17_46696071_46696126	chr17:46695571..46696626,.	TCGA-B6-A0IJ	HOXB9	64100	chr17:46703130..46704131,-	POLR2A-human	2
HS_chr17_47116998_47117042	chr17:47116498..47117542,.	TCGA-AR-A0TX	ATP5G1	64105	chr17:46970279..46971280,+	POLR2A-human	2
HS_chr17_47025117_47025152	chr17:47024617..47025652,.	TCGA-C8-A12Q	UBE2Z	105761	chr17:46985365..46986366,+	POLR2A-human	10
HS_chr17_47027824_47027868	chr17:47027324..47028368,.	TCGA-A2-A0D0	UBE2Z	105761	chr17:46985365..46986366,+	POLR2A-human	3
HS_chr17_47025117_47025152	chr17:47024617..47025652,.	TCGA-C8-A12Q	FLJ13855	82112	chr17:46987676..46988677,+	POLR2A-human	10
HS_chr17_47027824_47027868	chr17:47027324..47028368,.	TCGA-A2-A0D0	SNF8	64106	chr17:47021595..47022596,-	POLR2A-human	3
HS_chr17_47557040_47557082	chr17:47556540..47557582,.	TCGA-A8-A09I	NGFR	64114	chr17:47572279..47573280,+	POLR2A-human	4
HS_chr17_47578128_47578135	chr17:47577628..47578635,.	TCGA-AQ-A04J	NGFR	64114	chr17:47572279..47573280,+	POLR2A-human	2
HS_chr17_47780040_47780105	chr17:47779540..47780605,.	TCGA-E2-A152	NXPH3	64115	chr17:47653081..47654082,+	POLR2A-human	7
HS_chr17_47780040_47780105	chr17:47779540..47780605,.	TCGA-E2-A152	SLC35B1	64117	chr17:47784694..47785695,-	POLR2A-human	2
HS_chr17_47780040_47780105	chr17:47779540..47780605,.	TCGA-E2-A152	SLC35B1_ENST00000415270	107222	chr17:47784805..47785806,-	POLR2A-human	2
HS_chr17_48472844_48472849	chr17:48472344..48473349,.	TCGA-A8-A08L	MRPL27	64128	chr17:48450030..48451031,-	POLR2A-human	9
HS_chr17_48472844_48472849	chr17:48472344..48473349,.	TCGA-A8-A08L	EME1	683	chr17:48452069..48453070,+	POLR2A-human	9
HS_chr17_48472844_48472849	chr17:48472344..48473349,.	TCGA-A8-A08L	ACSF2	64131	chr17:48503122..48504123,+	POLR2A-human	4
HS_chr17_48472844_48472849	chr17:48472344..48473349,.	TCGA-A8-A08L	RSAD1	64133	chr17:48555745..48556746,+	POLR2A-human	11
HS_chr17_48960368_48960436	chr17:48959868..48960936,.	TCGA-C8-A12Q	SPATA20	64135	chr17:48624069..48625070,+	POLR2A-human	2
HS_chr17_5157293_5157347	chr17:5156793..5157847,.	TCGA-BH-A18U	RABEP1	6552	chr17:5185281..5186282,+	POLR2A-human	2
HS_chr17_5157293_5157347	chr17:5156793..5157847,.	TCGA-BH-A18U	RABEP1_ENST00000262477	93816	chr17:5185281..5186282,+	POLR2A-human	2
HS_chr17_54715757_54715832	chr17:54715257..54716332,.	TCGA-A2-A0YG	NOG	64151	chr17:54671084..54672085,+	POLR2A-human	2
HS_chr17_54812775_54812842	chr17:54812275..54813342,.	TCGA-A8-A09I	TRIM25	5397	chr17:54990848..54991849,-	POLR2A-human	2
HS_chr17_54812775_54812842	chr17:54812275..54813342,.	TCGA-A8-A09I	TRIM25_ENST00000316881	106809	chr17:54990848..54991849,-	POLR2A-human	2
HS_chr17_56066405_56066505	chr17:56065905..56067005,.	TCGA-A8-A092	MRPS23	64158	chr17:55926870..55927871,-	POLR2A-human	417
HS_chr17_56066405_56066505	chr17:56065905..56067005,.	TCGA-A8-A092	CUEDC1	5988	chr17:55962424..55963425,-	POLR2A-human	417
HS_chr17_56489578_56489632	chr17:56489078..56490132,.	TCGA-C8-A12Q	SUPT4H1	5583	chr17:56428995..56429996,-	POLR2A-human	22
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	MTMR4	64167	chr17:56593442..56594443,-	POLR2A-human	57
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SEPT4_ENST00000393086	105418	chr17:56604004..56605005,-	POLR2A-human	14
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SEPT4	64168	chr17:56606034..56607035,-	POLR2A-human	5
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SEPT4_ENST00000426861	99017	chr17:56608823..56609824,-	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SEPT4_ENST00000412945	106861	chr17:56617561..56618562,-	POLR2A-human	11
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	C17orf47	68133	chr17:56621046..56622047,-	POLR2A-human	8
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	RAD51C	818	chr17:56769504..56770505,+	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	RAD51C_ENST00000337432	92106	chr17:56769504..56770505,+	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	PPM1E	2656	chr17:56832858..56833859,+	POLR2A-human	15
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	TRIM37	5406	chr17:57183321..57184322,-	POLR2A-human	22
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SKA2	95998	chr17:57231943..57232944,-	POLR2A-human	13
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SKA2_ENST00000437036	96306	chr17:57231943..57232944,-	POLR2A-human	13
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	FAM33A	81604	chr17:57231993..57232994,-	POLR2A-human	13
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SKA2_ENST00000330137	99456	chr17:57232023..57233024,-	POLR2A-human	13
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	SMG8	64172	chr17:57286912..57287913,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	GDPD1	64173	chr17:57297470..57298471,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	GDPD1_ENST00000581140	95370	chr17:57297470..57298471,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	GDPD1_ENST00000581276	105312	chr17:57297470..57298471,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	CLTC	5965	chr17:57696992..57697993,+	POLR2A-human	4
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	CLTC_ENST00000269122	94514	chr17:57696992..57697993,+	POLR2A-human	4
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	TUBD1	5790	chr17:57967862..57968863,-	POLR2A-human	23
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	RPS6KB1	425	chr17:57970045..57971046,+	POLR2A-human	23
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	RNFT1	5808	chr17:58040089..58041090,-	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	RNFT1_ENST00000305783	94871	chr17:58041523..58042524,-	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	HEATR6	5623	chr17:58155774..58156775,-	POLR2A-human	11
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	USP32	5451	chr17:58468799..58469800,-	POLR2A-human	7
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	APPBP2	5628	chr17:58602791..58603792,-	POLR2A-human	2
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	4
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	BCAS3	82117	chr17:58756318..58757319,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	BCAS3_ENST00000589222	106020	chr17:58756318..58757319,+	POLR2A-human	3
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	TBX2	5776	chr17:59477037..59478038,+	POLR2A-human	6
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	C17orf82	5649	chr17:59488836..59489837,+	POLR2A-human	10
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	C17orf82_ENST00000335108	95372	chr17:59488836..59489837,+	POLR2A-human	10
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	METTL2A_ENST00000311506	93295	chr17:60500763..60501764,+	POLR2A-human	2
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	POLG2	796	chr17:62492585..62493586,-	POLR2A-human	2
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	Q6GMT2_HUMAN	78695	chr17:62969134..62970135,-	POLR2A-human	2
HS_chr17_56736678_56736783	chr17:56736178..56737283,.	TCGA-B6-A0IJ	CACNG4	64214	chr17:64960527..64961528,+	POLR2A-human	2
HS_chr17_57236346_57236408	chr17:57235846..57236908,.	TCGA-A2-A04P	TRIM37	5406	chr17:57183321..57184322,-	POLR2A-human	21
HS_chr17_58600000_58600027	chr17:58599500..58600527,.	TCGA-A2-A04P	RPS6KB1	425	chr17:57970045..57971046,+	POLR2A-human	2
HS_chr17_58187180_58187215	chr17:58186680..58187715,.	TCGA-AO-A0J4	HEATR6	5623	chr17:58155774..58156775,-	POLR2A-human	25
HS_chr17_59609142_59609186	chr17:59608642..59609686,.	TCGA-AO-A0J4	HEATR6	5623	chr17:58155774..58156775,-	POLR2A-human	2
HS_chr17_58163784_58163840	chr17:58163284..58164340,.	TCGA-A1-A0SM	ENSG00000167442	84556	chr17:58179522..58180523,-	POLR2A-human	18
HS_chr17_58163784_58163840	chr17:58163284..58164340,.	TCGA-A1-A0SM	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	5
HS_chr17_58163784_58163840	chr17:58163284..58164340,.	TCGA-AO-A03L	ENSG00000167442	84556	chr17:58179522..58180523,-	POLR2A-human	18
HS_chr17_58163784_58163840	chr17:58163284..58164340,.	TCGA-AO-A03L	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	5
HS_chr17_58241992_58242048	chr17:58241492..58242548,.	TCGA-B6-A0IJ	USP32	5451	chr17:58468799..58469800,-	POLR2A-human	9
HS_chr17_58241992_58242048	chr17:58241492..58242548,.	TCGA-B6-A0IJ	APPBP2	5628	chr17:58602791..58603792,-	POLR2A-human	2
HS_chr17_58357443_58357522	chr17:58356943..58358022,.	TCGA-A8-A07I	USP32	5451	chr17:58468799..58469800,-	POLR2A-human	5
HS_chr17_58495170_58495212	chr17:58494670..58495712,.	TCGA-A2-A04X	USP32	5451	chr17:58468799..58469800,-	POLR2A-human	3
HS_chr17_58600000_58600027	chr17:58599500..58600527,.	TCGA-A2-A04P	USP32	5451	chr17:58468799..58469800,-	POLR2A-human	2
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-BH-A18U	C17orf64_ENST00000269127	95371	chr17:58499453..58500454,+	POLR2A-human	16
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-BH-A18U	C17orf64	5648	chr17:58503579..58504580,+	POLR2A-human	3
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-BH-A18U	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	4
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-C8-A12Q	C17orf64_ENST00000269127	95371	chr17:58499453..58500454,+	POLR2A-human	16
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-C8-A12Q	C17orf64	5648	chr17:58503579..58504580,+	POLR2A-human	3
HS_chr17_58490223_58490281	chr17:58489723..58490781,.	TCGA-C8-A12Q	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	4
HS_chr17_58600000_58600027	chr17:58599500..58600527,.	TCGA-A2-A04P	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	95
HS_chr17_58600000_58600027	chr17:58599500..58600527,.	TCGA-A2-A04P	BRIP1	630	chr17:59938399..59939400,-	POLR2A-human	2
HS_chr17_58600000_58600027	chr17:58599500..58600527,.	TCGA-A2-A04P	BRIP1_ENST00000259008	95373	chr17:59938399..59939400,-	POLR2A-human	2
HS_chr17_58765628_58765667	chr17:58765128..58766167,.	TCGA-A8-A09I	PPM1D	4064	chr17:58677275..58678276,+	POLR2A-human	2
HS_chr17_59738142_59738217	chr17:59737642..59738717,.	TCGA-A2-A0YG	C17orf82	5649	chr17:59488836..59489837,+	POLR2A-human	3
HS_chr17_59738142_59738217	chr17:59737642..59738717,.	TCGA-A2-A0YG	C17orf82_ENST00000335108	95372	chr17:59488836..59489837,+	POLR2A-human	3
HS_chr17_59716304_59716344	chr17:59715804..59716844,.	TCGA-C8-A12Q	BRIP1	630	chr17:59938399..59939400,-	POLR2A-human	9
HS_chr17_59716304_59716344	chr17:59715804..59716844,.	TCGA-C8-A12Q	BRIP1_ENST00000259008	95373	chr17:59938399..59939400,-	POLR2A-human	9
HS_chr17_60102535_60102568	chr17:60102035..60103068,.	TCGA-AR-A0TX	INTS2	5718	chr17:60004800..60005801,-	POLR2A-human	2
HS_chr17_60072045_60072095	chr17:60071545..60072595,.	TCGA-A8-A08L	MED13	75067	chr17:60142065..60143066,-	POLR2A-human	2
HS_chr17_60102535_60102568	chr17:60102035..60103068,.	TCGA-AR-A0TX	MED13	75067	chr17:60142065..60143066,-	POLR2A-human	2
HS_chr17_60153032_60153122	chr17:60152532..60153622,.	TCGA-C8-A12L	MED13	75067	chr17:60142065..60143066,-	POLR2A-human	4
HS_chr17_60479541_60479618	chr17:60479041..60480118,.	TCGA-A8-A08L	METTL2A_ENST00000311506	93295	chr17:60500763..60501764,+	POLR2A-human	3
HS_chr17_60797753_60797791	chr17:60797253..60798291,.	TCGA-A8-A08L	MARCH10	64190	chr17:60878595..60879596,-	POLR2A-human	416
HS_chr17_60797753_60797791	chr17:60797253..60798291,.	TCGA-E2-A14P	MARCH10	64190	chr17:60878595..60879596,-	POLR2A-human	416
HS_chr17_61537789_61537833	chr17:61537289..61538333,.	TCGA-C8-A12L	ACE	64192	chr17:61553955..61554956,+	POLR2A-human	5
HS_chr17_62002506_62002543	chr17:62002006..62003043,.	TCGA-BH-A18U	CSHL1_ENST00000392824	105252	chr17:61995635..61996636,-	POLR2A-human	2
HS_chr17_62002506_62002543	chr17:62002006..62003043,.	TCGA-BH-A18U	GH1	64204	chr17:61995635..61996636,-	POLR2A-human	2
HS_chr17_62022564_62022650	chr17:62022064..62023150,.	TCGA-AO-A03L	CD79B	64205	chr17:62009120..62010121,-	POLR2A-human	2
HS_chr17_62034384_62034427	chr17:62033884..62034927,.	TCGA-AO-A03L	SCN4A	77291	chr17:62049700..62050701,-	POLR2A-human	2
HS_chr17_62050672_62050745	chr17:62050172..62051245,.	TCGA-AQ-A04J	C17orf72	99018	chr17:62075224..62076225,+	POLR2A-human	3
HS_chr17_62050672_62050745	chr17:62050172..62051245,.	TCGA-AQ-A04J	C17orf72_ENST00000412177	107233	chr17:62075224..62076225,+	POLR2A-human	3
HS_chr17_62050672_62050745	chr17:62050172..62051245,.	TCGA-AQ-A04J	C17orf72_ENST00000425164	99019	chr17:62075224..62076225,+	POLR2A-human	3
HS_chr17_62130547_62130600	chr17:62130047..62131100,.	TCGA-A8-A094	ERN1	168	chr17:62206888..62207889,-	POLR2A-human	13
HS_chr17_62130547_62130600	chr17:62130047..62131100,.	TCGA-A8-A094	ERN1_ENST00000433197	90849	chr17:62206888..62207889,-	POLR2A-human	13
HS_chr17_62701406_62701454	chr17:62700906..62701954,.	TCGA-E2-A14P	SMURF2	5316	chr17:62657497..62658498,-	POLR2A-human	3
HS_chr17_64248695_64248709	chr17:64248195..64249209,.	TCGA-A2-A0CM	PRKCA	374	chr17:64298469..64299470,+	POLR2A-human	2
HS_chr17_64270303_64270366	chr17:64269803..64270866,.	TCGA-A8-A092	PRKCA	374	chr17:64298469..64299470,+	POLR2A-human	6
HS_chr17_64270303_64270366	chr17:64269803..64270866,.	TCGA-A8-A092	CACNG4	64214	chr17:64960527..64961528,+	POLR2A-human	2
HS_chr17_64421205_64421220	chr17:64420705..64421720,.	TCGA-B6-A0RU	PRKCA	374	chr17:64298469..64299470,+	POLR2A-human	7
HS_chr17_64458097_64458116	chr17:64457597..64458616,.	TCGA-A2-A0EY	PRKCA	374	chr17:64298469..64299470,+	POLR2A-human	5
HS_chr17_64851472_64851504	chr17:64850972..64852004,.	TCGA-AO-A03L	CACNG4	64214	chr17:64960527..64961528,+	POLR2A-human	2
HS_chr17_64851977_64852027	chr17:64851477..64852527,.	TCGA-AO-A03L	CACNG4	64214	chr17:64960527..64961528,+	POLR2A-human	2
HS_chr17_64881691_64881746	chr17:64881191..64882246,.	TCGA-AO-A03L	CACNG5	64213	chr17:64872950..64873951,+	POLR2A-human	4
HS_chr17_64881691_64881746	chr17:64881191..64882246,.	TCGA-AO-A03L	CACNG5_ENST00000533854	94288	chr17:64872950..64873951,+	POLR2A-human	4
HS_chr17_65599345_65599426	chr17:65598845..65599926,.	TCGA-E2-A15H	PITPNC1	3372	chr17:65373770..65374771,+	POLR2A-human	3
HS_chr17_65599345_65599426	chr17:65598845..65599926,.	TCGA-E2-A15H	PITPNC1_ENST00000335257	105956	chr17:65373770..65374771,+	POLR2A-human	3
HS_chr17_65599345_65599426	chr17:65598845..65599926,.	TCGA-E2-A15H	PITPNC1_ENST00000580974	96308	chr17:65373770..65374771,+	POLR2A-human	3
HS_chr17_65726046_65726139	chr17:65725546..65726639,.	TCGA-A8-A094	NOL11	64217	chr17:65713563..65714564,+	POLR2A-human	2
HS_chr17_65990847_65990899	chr17:65990347..65991399,.	TCGA-AO-A0J4	NOL11	64217	chr17:65713563..65714564,+	POLR2A-human	2
HS_chr17_65990847_65990899	chr17:65990347..65991399,.	TCGA-AO-A0J4	BPTF	64218	chr17:65821340..65822341,+	POLR2A-human	2
HS_chr17_66016084_66016118	chr17:66015584..66016618,.	TCGA-A8-A09I	BPTF	64218	chr17:65821340..65822341,+	POLR2A-human	3
HS_chr17_65990847_65990899	chr17:65990347..65991399,.	TCGA-AO-A0J4	BPTF_ENST00000335221	93495	chr17:65821340..65822341,+	POLR2A-human	2
HS_chr17_66016084_66016118	chr17:66015584..66016618,.	TCGA-A8-A09I	BPTF_ENST00000335221	93495	chr17:65821340..65822341,+	POLR2A-human	3
